;thank (v.);-bulela;;;;
;thanks (very much)!;enkosi kakhulu;;;;
;that (conj.);ukuba;;;;
;then ;ngoko;;;;
;there;apho;;;;
;over there;phaya;;;;
;therefore;nogko ke;;;;
;thief;isela;;;;
;thin;-bhityile;;;;
;thing;into;;;;
;think (v.);-cinga;;;;
;thirsty;-nxaniwe;;;;
;three;-thathu;;;;
;throat;umqala;;;;
;throw away (v.);-lahla;;;;
;thunder (v.);-duduma;;;;
;thunder (n.);indudumo;;;;
;ticket;itikiti;;;;
;tide, high;amaza ayakhula;;;;
;tide, low;amaza ayathotha;;;;
;time;ixesha;;;;
;in time;ngexesha;;;;
;what is the time?;ngubani ixesha?;lithini ixesha?;;;
;at what time?;ngabani ixesha;;;;
;tired;-diniwe;;;;
;tired, become;-dinwa;;;;
;today;namhlanje;;;;
;toe;uzwane;;;;
;together (with);kunye (na-);;;;
;toilet;indlu yangasese;;;;
;toilet paper;iphepha lokusula;;;;
;tomato;itumato;;;;
;tomorrow;ngomso;;;;
;tongue;ulwimi;;;;
;tonight;namhlanje ngokuhlwa;;;;
;too;gqitha;;;;
;tools;izixhobo;;;;
;tooth;izinyo;;;;
;toothbrush;ibrashi yokucoca amazinyo;;;;
;toothpaste;intlama yamazinyo;;;;
;torch;ithotshi;;;;
;totter along;totoba;;;;
;tour (v.);-khenketha;;;;
;tour (n.);-khenkhetho;;;;
;tourist;umkhenkhethi;;;;
;tow (v.);-tsala;;;;
;tow for;tsalela;;;;
;towel;itawuli;;;;
;town;idolophu;;;;
lore;tradtion;isiNtu;;;;
;traffic;izithuthi;;;;
;traffic officer;igosa lendlela;;;;
;train;uloliwe;;;;
;transaport (public);izithuthu;;;;
;travel(ling)(n.);ukuhamba;;;;
;trip;uhambo;;;;
;have a good trip!;ndlela ntle!;;;;
;tree;umthi;;;;
;trousers;ibhulukhwe;;;;
;try (v.);-zama;;;;
;two ;-bini;;;;
;type;uhlobo;;;;
;tyre;ivili;;;;
;ugly;-bi;;;;
;umbrella;isambreni;;;;
;under (prep.);-phantsi kwa;;;;
;understand;-qonda;;;;
;unfortunately;ngelishwa;;;;
;university;iyunivesithi;;;;
;up;phezulu;;;;
;use (v.);-sebenza;;;;
;useful;-noncedo;;;;
it's no use;useless;akuncedi nto;;;;
;usually;ngesiqhelo;;;;
;valuables;izinto zexabiso;;;;
;vegetables;imifuno;;;;
;fresh vegetables;imifuno emitsha;;;;
;vehicle;imoto;;;;
;very;kakhulu;;;;
;village (rural);ilali;;;;
;visit (v.);-hambela;;;;
;visitor;undwendwe;;;;
;wait (for)(v.);-linda;;;;
;wake up;-vuka;;;;
;wake (v.trans);-vusa;;;;
;walk (v.);-hamba;;;;
;wall;udonga;;;;
;wallet;isipaji;;;;
;want;-funa;;;;
;warm;-fudumele;;;;
;warm, become;-fudumala;;;;
;wash (v.);-hlamba;;;;
;watch (v.);umabona-kade;;;;
;water (n.);amanzi;;;;
;wave (n.);iliza;;;;
;way;indlela ;;;;
;by the way;kanene;;;;
;which way?;ngaphi?;kweliphi icala?;;;
;we;si-;;;;
;weak;-tyhafa;;;;
;weather;imozulu;izulu;;;
;weather forecast;uqikelelo lwemozulu;;;;
;week;iveki;;;;
;last week;kwiveki ephelileyo;;;;
;next week;kwiveki ezayo;;;;
;weekend;impela-veki;;;;
;welcome!;Wamkelekile;;;;
;well (Adj.);-phila;;;;
;well (adv.);kakuhle;;;;
;west;intshonalanga;;;;
;in the west;entshonalanga;;;;
;wet (adj.);,-manzi;;;;
;what?;ntoni?;-ni;;;
;wheel;ivili;;;;
;when (conj.);xa;;;;
;when?;nini?;;;;
;where?;phi?;;;;
;where exactly?;ndawoni kanye?;;;;
;white;-mhlophe;;;;
;who ;-bani;;;;
;why?;kutheni?;ngoba?;;;
;wide;-banzi;;;;
;wife;inkosikazi;;;;
;wind (n.);umoya;;;;
;window;ifestile;;;;
;windy;-vuthuza;;;;
;wine;iwayini;;;;
;winter;ubusika;;;;
;in winter;ebusika;;;;
;wipe clean (v.);-sula;;;;
;wish (v.);,-nqwenelela;;;;
;wish (n.);umqweno;;;;
;with ;na, ne, no;;;;
;with you;nawe;;;;
;without;ngaphandle kwa-;;;;
;woman;ibhinqa;umfazi;;;
;wood;iinkuni;;;;
;wool;uboya;;;;
;word;igama;;;;
;work (v.);-sebenza;;;;
;work (n.);umsebenzi;;;;
;worker;umsebenzi;;;;
;world;ilizwe;ihlabathi;;;
;worried;,-khathazwa;-khathazeka;;;
;worry;-khathaza;;;;
cost;worth;,-biza;;;;
;write;-bhala;;;;
;write down;-bhala phantsi;;;;
;Xhosa language;isiXhosa;;;;
;Xhosa person;umXhosa;;;;
;Xhosa people;amaXhosa;;;;
;Xhosaness;ubuXhosa;;;;
;year;unyaka;umnyaka;;;
;yellow;lubhelu;;;;
;yes;ewe;;;;
;yesterday;izolo;;;;
;you (sg.);u-;;;;
;you (pl.);ni-;;;;
;young;-tsha;;;;
;young man;umfana;;;;
;young of an animal;ithole;;;;
;youth;ulutsha;;;;
;zebra;iqwarhashe;;;;
